landuse,name,geometry,city
retail,,"POLYGON ((-123.070098 49.275705, -123.070038 49.275715, -123.069675 49.275708, -123.069664 49.275707, -123.069654 49.275704, -123.069641 49.2757, -123.069632 49.275693, -123.06963 49.275688, -123.069628 49.275681, -123.069637 49.274927, -123.069641 49.274782, -123.069647 49.274035, -123.069656 49.274021, -123.069662 49.274016, -123.069676 49.274008, -123.069694 49.274, -123.069729 49.273992, -123.070158 49.273993, -123.070181 49.274022, -123.070112 49.275321, -123.070098 49.275705))","Vancouver, British Columbia, Canada"
retail,,"POLYGON ((-123.070113 49.271343, -123.070132 49.271343, -123.070142 49.270968, -123.070148 49.270581, -123.070148 49.270561, -123.069786 49.270561, -123.069756 49.270563, -123.069741 49.270568, -123.069723 49.270578, -123.069708 49.270595, -123.069705 49.27061, -123.069696 49.271226, -123.069694 49.271332, -123.069701 49.271352, -123.069717 49.271367, -123.069732 49.271375, -123.069761 49.271381, -123.070078 49.271383, -123.070094 49.27138, -123.070102 49.271375, -123.070108 49.27137, -123.070112 49.271354, -123.070113 49.271343))","Vancouver, British Columbia, Canada"
retail,,"POLYGON ((-123.070201 49.272189, -123.069759 49.272186, -123.069733 49.27219, -123.069711 49.272195, -123.069698 49.272203, -123.069688 49.272211, -123.069676 49.272237, -123.069663 49.272958, -123.06967 49.272979, -123.069687 49.272997, -123.069709 49.273006, -123.069722 49.273009, -123.069742 49.273011, -123.070202 49.27301, -123.070231 49.272222, -123.070201 49.272189))","Vancouver, British Columbia, Canada"
retail,,"POLYGON ((-123.069035 49.268767, -123.06902 49.269507, -123.069051 49.269535, -123.069457 49.26954, -123.069495 49.269534, -123.069517 49.269522, -123.069534 49.269502, -123.069538 49.269486, -123.06954 49.268778, -123.069532 49.268764, -123.069528 49.268757, -123.069508 49.268744, -123.069496 49.268739, -123.069468 49.268733, -123.069055 49.268729, -123.069035 49.268767))","Vancouver, British Columbia, Canada"
commercial,,"POLYGON ((-123.072709 49.276779, -123.072697 49.276762, -123.072678 49.276751, -123.072652 49.276743, -123.072633 49.276742, -123.072614 49.276742, -123.072598 49.276745, -123.072564 49.27676, -123.072554 49.276761, -123.071195 49.276745, -123.070843 49.276741, -123.070658 49.276738, -123.070631 49.276745, -123.07061 49.276756, -123.070603 49.276764, -123.070595 49.276782, -123.070581 49.276888, -123.070574 49.277092, -123.070591 49.277098, -123.070592 49.277123, -123.072711 49.277142, -123.072715 49.276792, -123.072709 49.276779))","Vancouver, British Columbia, Canada"
commercial,,"POLYGON ((-123.073301 49.276618, -123.073289 49.276634, -123.073273 49.276643, -123.073244 49.276645, -123.072778 49.276639, -123.072767 49.276642, -123.072736 49.276657, -123.072725 49.276659, -123.072677 49.276658, -123.072624 49.276658, -123.072614 49.276657, -123.072606 49.276654, -123.072575 49.276638, -123.072558 49.276635, -123.072548 49.276635, -123.071648 49.276626, -123.071603 49.276626, -123.071562 49.276619, -123.071542 49.27661, -123.071535 49.276602, -123.071527 49.276592, -123.071522 49.276582, -123.071526 49.276266, -123.071574 49.276249, -123.071577 49.276225, -123.072471 49.276233, -123.073306 49.27624, -123.073301 49.276618))","Vancouver, British Columbia, Canada"
retail,,"POLYGON ((-123.069215 49.258695, -123.06966 49.258693, -123.069702 49.258701, -123.069734 49.258721, -123.069738 49.258728, -123.069744 49.258742, -123.069713 49.259448, -123.069707 49.259469, -123.069691 49.259485, -123.06967 49.259496, -123.069641 49.259503, -123.069247 49.259501, -123.069209 49.259472, -123.069215 49.258695))","Vancouver, British Columbia, Canada"
retail,,"POLYGON ((-123.186012 49.264301, -123.18604 49.264313, -123.186078 49.264319, -123.186598 49.264335, -123.1866 49.264085, -123.186603 49.263973, -123.186605 49.263929, -123.187729 49.263949, -123.187772 49.263936, -123.187781 49.263678, -123.187773 49.263649, -123.18775 49.263621, -123.187722 49.263602, -123.187691 49.263588, -123.187654 49.263579, -123.186102 49.263562, -123.186058 49.263568, -123.186029 49.263585, -123.186012 49.263614, -123.185985 49.264263, -123.185997 49.264288, -123.186012 49.264301))","Vancouver, British Columbia, Canada"
retail,,"POLYGON ((-123.187792 49.263403, -123.187793 49.263342, -123.187768 49.263322, -123.187772 49.263063, -123.186035 49.263038, -123.186019 49.26338, -123.186037 49.263399, -123.18607 49.263412, -123.186102 49.263415, -123.187704 49.263441, -123.187741 49.263438, -123.187769 49.263428, -123.187792 49.263403))","Vancouver, British Columbia, Canada"
retail,,"POLYGON ((-123.185795 49.26338, -123.185819 49.262642, -123.185812 49.262623, -123.185789 49.262605, -123.185756 49.262597, -123.185543 49.262595, -123.18553 49.26299, -123.185529 49.263026, -123.184966 49.263017, -123.184958 49.263428, -123.18571 49.263433, -123.185751 49.263429, -123.185778 49.263415, -123.185795 49.26338))","Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.187769 49.264, -123.187723 49.263989, -123.186603 49.263973, -123.1866 49.264085, -123.186598 49.264335, -123.187648 49.264349, -123.187699 49.264343, -123.18774 49.264322, -123.187762 49.264289, -123.187769 49.264))","Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.193329 49.265148, -123.193288 49.265126, -123.192928 49.265053, -123.191162 49.264708, -123.190338 49.264591, -123.189585 49.264513, -123.189165 49.264488, -123.188563 49.264467, -123.187989 49.264464, -123.187941 49.264467, -123.187916 49.264483, -123.187903 49.26451, -123.18787 49.265167, -123.187888 49.265197, -123.187908 49.265212, -123.187934 49.265222, -123.187983 49.265228, -123.191564 49.265274, -123.193222 49.265296, -123.193286 49.265286, -123.193331 49.265262, -123.193357 49.265228, -123.193358 49.265186, -123.193329 49.265148))","Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.065878 49.259632, -123.065857 49.260365, -123.065851 49.260381, -123.065843 49.260389, -123.065833 49.260397, -123.065817 49.260403, -123.065787 49.260409, -123.065687 49.260408, -123.065666 49.260394, -123.064268 49.260384, -123.064238 49.260398, -123.06414 49.260396, -123.064115 49.260388, -123.064095 49.260372, -123.064087 49.260353, -123.064086 49.26035, -123.064092 49.260022, -123.064094 49.259925, -123.0641 49.259623, -123.064106 49.259611, -123.064112 49.259605, -123.064136 49.259586, -123.064174 49.25958, -123.065802 49.259593, -123.065838 49.259598, -123.065866 49.259611, -123.065878 49.259632))","Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.066041 49.259424, -123.066048 49.259452, -123.066065 49.259466, -123.066087 49.259475, -123.06613 49.259479, -123.068907 49.259495, -123.068899 49.259079, -123.068892 49.258695, -123.066142 49.25867, -123.066137 49.258595, -123.068906 49.258617, -123.068905 49.258223, -123.068903 49.256357, -123.068837 49.256351, -123.068472 49.256338, -123.068472 49.256263, -123.068476 49.256232, -123.068511 49.256233, -123.06852 49.256003, -123.06853 49.255812, -123.068043 49.255806, -123.068043 49.25584, -123.068019 49.255843, -123.067989 49.255847, -123.067827 49.255803, -123.067839 49.254733, -123.067823 49.254726, -123.067804 49.25472, -123.067808 49.254699, -123.067519 49.254693, -123.067447 49.254677, -123.06739 49.254651, -123.067264 49.254559, -123.067092 49.254422, -123.066928 49.254296, -123.067493 49.253982, -123.067029 49.253622, -123.066971 49.253619, -123.066926 49.253637, -123.066339 49.254559, -123.066242 49.254665, -123.066185 49.254741, -123.06613 49.256161, -123.066124 49.256302, -123.066124 49.256311, -123.066095 49.256739, -123.066092 49.256876, -123.066074 49.256891, -123.06607 49.256958, -123.06609 49.25698, -123.066063 49.25766, -123.066058 49.25779, -123.066057 49.257801, -123.066054 49.258569, -123.066061 49.258693, -123.066041 49.259424))","Vancouver, British Columbia, Canada"
commercial,,"POLYGON ((-123.076482 49.275799, -123.076508 49.274987, -123.077065 49.274994, -123.077104 49.275001, -123.077136 49.275018, -123.077157 49.275043, -123.07714 49.275758, -123.077126 49.275781, -123.077102 49.275796, -123.077072 49.275807, -123.076482 49.275799))","Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.076004 49.275794, -123.07598 49.27579, -123.075956 49.275779, -123.07594 49.275759, -123.075951 49.275033, -123.07596 49.275013, -123.075984 49.274992, -123.07602 49.274986, -123.076404 49.274987, -123.076436 49.275026, -123.076399 49.275802, -123.076004 49.275794))","Vancouver, British Columbia, Canada"
retail,,"POLYGON ((-123.043878 49.236474, -123.044081 49.236266, -123.044089 49.236256, -123.044093 49.236244, -123.044093 49.236233, -123.04409 49.236224, -123.044089 49.236222, -123.044079 49.236212, -123.04406 49.236201, -123.04404 49.236197, -123.044013 49.236195, -123.042419 49.236065, -123.042396 49.236065, -123.042374 49.23607, -123.042353 49.236081, -123.042336 49.236094, -123.042255 49.236177, -123.042691 49.236346, -123.042736 49.236352, -123.042772 49.236251, -123.04288 49.236268, -123.042824 49.236333, -123.043067 49.236423, -123.043842 49.236476, -123.043858 49.236477, -123.04387 49.236477, -123.043878 49.236474))","Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.150265 49.275339, -123.151782 49.275364, -123.151814 49.275358, -123.151839 49.275344, -123.152122 49.275028, -123.152457 49.274646, -123.152464 49.274629, -123.152461 49.274613, -123.152455 49.274603, -123.152451 49.274599, -123.152423 49.274586, -123.152398 49.274582, -123.151424 49.274565, -123.151293 49.274562, -123.150284 49.274546, -123.150255 49.274549, -123.150235 49.274558, -123.150224 49.274566, -123.150214 49.274583, -123.150178 49.275293, -123.15019 49.275314, -123.15022 49.275332, -123.150265 49.275339))","Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.150196 49.276219, -123.151003 49.276232, -123.151049 49.276223, -123.15108 49.276204, -123.151425 49.275811, -123.151689 49.275518, -123.151696 49.275491, -123.15169 49.27548, -123.151687 49.275473, -123.151684 49.27547, -123.151662 49.275454, -123.151617 49.275447, -123.150226 49.275426, -123.150193 49.275432, -123.150174 49.275447, -123.150166 49.275467, -123.15016 49.275776, -123.150166 49.275783, -123.150186 49.275791, -123.15021 49.275796, -123.150207 49.275842, -123.150184 49.275849, -123.150171 49.275855, -123.150165 49.275865, -123.150144 49.276172, -123.150148 49.276195, -123.150167 49.276211, -123.150196 49.276219))","Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.147776 49.275414, -123.147774 49.275741, -123.147779 49.275747, -123.147799 49.275753, -123.147822 49.27576, -123.147823 49.275805, -123.147798 49.275812, -123.147778 49.275817, -123.147769 49.275826, -123.147765 49.276138, -123.147774 49.276165, -123.147796 49.276176, -123.14782 49.27618, -123.149924 49.276216, -123.149966 49.27621, -123.149996 49.276198, -123.150008 49.276182, -123.150021 49.275867, -123.150013 49.275858, -123.150001 49.275851, -123.149967 49.275839, -123.149965 49.275796, -123.150003 49.275787, -123.150014 49.275785, -123.150021 49.275781, -123.150026 49.275776, -123.15004 49.275478, -123.150036 49.275453, -123.150019 49.275434, -123.149989 49.275423, -123.147837 49.275385, -123.147816 49.275387, -123.147786 49.275401, -123.147776 49.275414))","Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.14775 49.276308, -123.147718 49.27675, -123.147718 49.276767, -123.14773 49.276783, -123.14775 49.276794, -123.148243 49.276879, -123.148262 49.276875, -123.148275 49.276863, -123.148288 49.276847, -123.148357 49.27686, -123.14836 49.276877, -123.148362 49.276889, -123.14837 49.276898, -123.148384 49.276904, -123.149888 49.277163, -123.149917 49.277165, -123.149948 49.277158, -123.149965 49.277141, -123.149973 49.277123, -123.149988 49.276782, -123.149979 49.276768, -123.149962 49.276765, -123.149929 49.27676, -123.149936 49.276717, -123.149963 49.276712, -123.149978 49.276705, -123.14999 49.276694, -123.150006 49.276346, -123.149999 49.276326, -123.14998 49.276312, -123.149953 49.276305, -123.148425 49.276281, -123.148409 49.276286, -123.1484 49.2763, -123.148387 49.276318, -123.148325 49.276316, -123.148312 49.276299, -123.148301 49.276286, -123.14828 49.276277, -123.147826 49.276268, -123.147788 49.276273, -123.147762 49.276286, -123.14775 49.276308))","Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.146272 49.275395, -123.146271 49.275423, -123.146303 49.275452, -123.146291 49.275729, -123.146304 49.275734, -123.146319 49.275737, -123.146318 49.275785, -123.146302 49.275791, -123.146288 49.275798, -123.146275 49.276071, -123.146246 49.276098, -123.146244 49.27613, -123.146244 49.276137, -123.146255 49.276152, -123.146269 49.276162, -123.146284 49.276168, -123.146305 49.276175, -123.146364 49.276174, -123.146404 49.276158, -123.147533 49.276174, -123.14757 49.276169, -123.147593 49.27616, -123.147604 49.276147, -123.147613 49.276134, -123.147629 49.275828, -123.147624 49.275822, -123.147592 49.275809, -123.147572 49.2758, -123.147572 49.275756, -123.147593 49.27575, -123.147625 49.275741, -123.147629 49.275735, -123.147643 49.275413, -123.147631 49.275396, -123.147611 49.275382, -123.147578 49.275374, -123.146347 49.27535, -123.14632 49.275353, -123.146294 49.275363, -123.146287 49.275369, -123.146278 49.275378, -123.146272 49.275395))","Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.147646 49.275262, -123.147676 49.274532, -123.147665 49.274516, -123.147649 49.274507, -123.147615 49.274502, -123.146384 49.274478, -123.146362 49.274482, -123.146347 49.274485, -123.146319 49.274503, -123.146306 49.274525, -123.146304 49.27455, -123.146313 49.274562, -123.146336 49.274571, -123.146327 49.274913, -123.14631 49.275173, -123.146305 49.275182, -123.146287 49.275198, -123.146285 49.275248, -123.146292 49.275263, -123.146323 49.27528, -123.146356 49.275286, -123.147572 49.275305, -123.147613 49.275297, -123.147633 49.275284, -123.147646 49.275262))","Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.087222 49.278273, -123.087209 49.278291, -123.087185 49.278303, -123.087152 49.278306, -123.085065 49.278267, -123.085029 49.278259, -123.085007 49.278247, -123.084994 49.278225, -123.085022 49.277575, -123.085002 49.277552, -123.085006 49.277486, -123.085017 49.277462, -123.085043 49.277443, -123.085074 49.277436, -123.085178 49.277438, -123.085207 49.277452, -123.087101 49.277489, -123.087144 49.277474, -123.087173 49.277473, -123.087214 49.277477, -123.087239 49.277487, -123.087256 49.277508, -123.08726 49.27753, -123.087222 49.278273))","Vancouver, British Columbia, Canada"
industrial,Sunset Industrial Centre,"POLYGON ((-123.08389 49.21099, -123.082918 49.210994, -123.08291 49.210239, -123.08305 49.210238, -123.083046 49.209924, -123.083879 49.20992, -123.08389 49.21099))","Vancouver, British Columbia, Canada"
construction,,"POLYGON ((-123.079249 49.265608, -123.079253 49.265343, -123.078341 49.265332, -123.077715 49.265332, -123.077695 49.265346, -123.077688 49.265467, -123.077688 49.265509, -123.077814 49.265565, -123.078134 49.265618, -123.078601 49.265635, -123.078626 49.265598, -123.079249 49.265608))","Vancouver, British Columbia, Canada"
construction,,"POLYGON ((-123.150725 49.276196, -123.150725 49.275855, -123.150387 49.275849, -123.150382 49.276192, -123.150725 49.276196))","Vancouver, British Columbia, Canada"
residential,Brant Villa,"POLYGON ((-123.058134 49.248076, -123.058102 49.248073, -123.058079 49.248063, -123.058064 49.248052, -123.058058 49.24804, -123.058058 49.24801, -123.058061 49.248004, -123.058076 49.247985, -123.058079 49.247977, -123.058086 49.247786, -123.05809 49.247777, -123.058104 49.247771, -123.058166 49.247761, -123.058668 49.247764, -123.058696 49.246809, -123.058711 49.246774, -123.058716 49.246768, -123.058722 49.246765, -123.059538 49.246772, -123.05953 49.247248, -123.059567 49.247257, -123.059558 49.247693, -123.059552 49.247712, -123.05953 49.247726, -123.059497 49.24773, -123.059194 49.247728, -123.059072 49.247726, -123.059069 49.247945, -123.059063 49.248076, -123.059058 49.248083, -123.059047 49.248088, -123.058134 49.248076))","Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.05809 49.247695, -123.058094 49.247704, -123.058106 49.247711, -123.058167 49.247725, -123.058568 49.247727, -123.058592 49.247712, -123.058618 49.246805, -123.058606 49.246773, -123.058598 49.246766, -123.058586 49.246762, -123.05819 49.246758, -123.058155 49.24676, -123.058137 49.246765, -123.058117 49.246774, -123.058108 49.246783, -123.0581 49.246802, -123.058098 49.246812, -123.058097 49.246834, -123.0581 49.246839, -123.058114 49.246849, -123.058117 49.246854, -123.05809 49.247695))","Vancouver, British Columbia, Canada"
industrial,,"POLYGON ((-123.077308 49.266852, -123.077308 49.266861, -123.077299 49.266874, -123.077282 49.266887, -123.077255 49.266897, -123.077227 49.266898, -123.075676 49.266884, -123.07565 49.266882, -123.075627 49.266875, -123.075609 49.266865, -123.075594 49.266853, -123.075586 49.266839, -123.075583 49.266824, -123.075603 49.265848, -123.075607 49.265831, -123.075622 49.265814, -123.075643 49.2658, -123.075661 49.265793, -123.075676 49.265789, -123.075699 49.265786, -123.075724 49.265785, -123.075747 49.265787, -123.075786 49.265798, -123.077254 49.266276, -123.077278 49.266284, -123.077295 49.266295, -123.077307 49.266308, -123.077313 49.26632, -123.077316 49.266335, -123.077308 49.266852))","Vancouver, British Columbia, Canada"
education,,"POLYGON ((-123.062691 49.246837, -123.062686 49.246824, -123.062675 49.246815, -123.06266 49.246809, -123.062645 49.246804, -123.062622 49.246802, -123.060701 49.246795, -123.060676 49.246796, -123.060661 49.246801, -123.060641 49.246808, -123.060629 49.246821, -123.060626 49.24683, -123.060589 49.248093, -123.060586 49.248189, -123.060568 49.248801, -123.060564 49.24894, -123.060533 49.249957, -123.060534 49.249972, -123.06054 49.249985, -123.060553 49.25, -123.06056 49.250005, -123.060565 49.250009, -123.060604 49.250027, -123.060686 49.250058, -123.062393 49.250616, -123.06245 49.250628, -123.062489 49.250631, -123.062511 49.250624, -123.062533 49.25061, -123.062547 49.250592, -123.062555 49.250341, -123.062557 49.25028, -123.062561 49.250196, -123.062612 49.248976, -123.062631 49.248924, -123.062652 49.248808, -123.062667 49.248559, -123.06267 49.248438, -123.062669 49.24843, -123.062648 49.24841, -123.062646 49.248403, -123.06265 49.248122, -123.062663 49.247699, -123.062691 49.246837))","Vancouver, British Columbia, Canada"
religious,,"POLYGON ((-123.065032 49.245584, -123.06503 49.245737, -123.065025 49.245752, -123.065013 49.245766, -123.064993 49.245776, -123.064976 49.245779, -123.064522 49.245778, -123.064507 49.245776, -123.064498 49.24577, -123.064496 49.245763, -123.064497 49.24558, -123.065032 49.245584))","Vancouver, British Columbia, Canada"
construction,,"POLYGON ((-123.153682 49.254326, -123.153149 49.254316, -123.15318 49.253583, -123.153713 49.253592, -123.153682 49.254326))","Vancouver, British Columbia, Canada"
grass,,"POLYGON ((-123.154156 49.237851, -123.154132 49.237834, -123.154098 49.237818, -123.154043 49.237802, -123.153994 49.237791, -123.15397 49.237795, -123.153947 49.237808, -123.153931 49.23782, -123.153926 49.237831, -123.153927 49.237846, -123.153933 49.237857, -123.153944 49.237867, -123.153964 49.237876, -123.153981 49.237878, -123.153993 49.237877, -123.154029 49.237868, -123.154078 49.237861, -123.15412 49.237861, -123.154141 49.23786, -123.154149 49.23786, -123.154156 49.237858, -123.154159 49.237854, -123.154156 49.237851))","Vancouver, British Columbia, Canada"
grass,,"POLYGON ((-123.197593 49.257805, -123.197512 49.257857, -123.197508 49.257878, -123.197555 49.257879, -123.197584 49.257876, -123.197598 49.257869, -123.197614 49.257856, -123.19762 49.257838, -123.197618 49.257825, -123.197606 49.257812, -123.197593 49.257805))","Vancouver, British Columbia, Canada"
grass,,"POLYGON ((-123.197571 49.257796, -123.197412 49.257794, -123.197483 49.257844, -123.197496 49.257844, -123.197571 49.257796))","Vancouver, British Columbia, Canada"
grass,,"POLYGON ((-123.197469 49.257855, -123.197471 49.257878, -123.197422 49.257877, -123.197405 49.257876, -123.197389 49.25787, -123.197376 49.257862, -123.197366 49.25785, -123.197362 49.257836, -123.197364 49.257822, -123.197376 49.257808, -123.197392 49.257799, -123.197469 49.257855))","Vancouver, British Columbia, Canada"
religious,,"POLYGON ((-123.066052 49.26241, -123.066065 49.262406, -123.066074 49.262404, -123.066085 49.262404, -123.066131 49.262403, -123.066172 49.262406, -123.066214 49.262411, -123.066243 49.262415, -123.066299 49.262416, -123.066311 49.262418, -123.066324 49.262425, -123.066354 49.262442, -123.066375 49.262452, -123.066392 49.262459, -123.067153 49.26276, -123.067156 49.262768, -123.067151 49.262774, -123.067142 49.262776, -123.06605 49.262764, -123.066037 49.262763, -123.066027 49.262759, -123.066018 49.262754, -123.066014 49.262748, -123.066013 49.262739, -123.066019 49.262448, -123.066021 49.26244, -123.066025 49.26243, -123.066031 49.262422, -123.06604 49.262416, -123.066052 49.26241))","Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.068632 49.277603, -123.069937 49.277612, -123.069979 49.277606, -123.070023 49.277614, -123.070056 49.277633, -123.070197 49.277791, -123.070321 49.277969, -123.070351 49.278065, -123.070371 49.278164, -123.070367 49.278401, -123.070371 49.278564, -123.070369 49.278788, -123.069966 49.278785, -123.069968 49.278922, -123.070364 49.278926, -123.070353 49.27929, -123.07035 49.279498, -123.070339 49.279792, -123.070334 49.279881, -123.070314 49.280199, -123.070298 49.28038, -123.070298 49.2807, -123.07026 49.280719, -123.068364 49.280687, -123.068109 49.280689, -123.065712 49.280658, -123.065684 49.280641, -123.065691 49.280378, -123.065667 49.280343, -123.065669 49.280313, -123.065683 49.280297, -123.065707 49.280288, -123.065729 49.280288, -123.06573 49.280187, -123.065715 49.280183, -123.065702 49.280176, -123.065694 49.280163, -123.065699 49.279827, -123.065704 49.279744, -123.0657 49.279428, -123.065708 49.279262, -123.065692 49.279247, -123.065683 49.279225, -123.065683 49.279048, -123.06571 49.279022, -123.065717 49.278571, -123.065681 49.278543, -123.065684 49.278485, -123.065695 49.278473, -123.065709 49.278463, -123.06571 49.278347, -123.065716 49.277625, -123.065726 49.2776, -123.065746 49.277585, -123.065773 49.277575, -123.065805 49.27757, -123.068134 49.277598, -123.068189 49.277575, -123.068282 49.277577, -123.068514 49.277582, -123.068574 49.277583, -123.068632 49.277603))","Vancouver, British Columbia, Canada"
retail,,"POLYGON ((-123.066401 49.276674, -123.065797 49.276669, -123.065761 49.276673, -123.065739 49.276683, -123.065724 49.276699, -123.065722 49.27672, -123.065722 49.277025, -123.0658 49.277043, -123.066395 49.277048, -123.066401 49.276674))","Vancouver, British Columbia, Canada"
retail,,"POLYGON ((-123.0662 49.277474, -123.065974 49.27747, -123.065977 49.277094, -123.066208 49.277096, -123.0662 49.277474))","Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.065974 49.27747, -123.065912 49.277469, -123.065874 49.277485, -123.065784 49.277484, -123.065758 49.277477, -123.065736 49.277463, -123.065722 49.277445, -123.065719 49.277425, -123.065726 49.277102, -123.065799 49.277092, -123.065977 49.277094, -123.065974 49.27747))","Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.0662 49.277474, -123.066208 49.277096, -123.066394 49.277098, -123.066395 49.277048, -123.066401 49.276674, -123.068284 49.2767, -123.068524 49.276704, -123.069023 49.276712, -123.069036 49.277088, -123.069035 49.277134, -123.069521 49.277139, -123.069619 49.277271, -123.069703 49.277361, -123.069836 49.277473, -123.069847 49.277492, -123.069845 49.277511, -123.069833 49.277528, -123.069804 49.27754, -123.069769 49.277544, -123.069738 49.277542, -123.069705 49.27753, -123.0662 49.277474))","Vancouver, British Columbia, Canada"
construction,,"POLYGON ((-123.129555 49.209747, -123.130035 49.209753, -123.130022 49.210186, -123.129542 49.21018, -123.129555 49.209747))","Vancouver, British Columbia, Canada"
construction,,"POLYGON ((-123.067846 49.281065, -123.067185 49.281059, -123.067192 49.280726, -123.067853 49.280732, -123.067846 49.281065))","Vancouver, British Columbia, Canada"
industrial,,"POLYGON ((-123.08209 49.277398, -123.082239 49.277642, -123.082234 49.277817, -123.082219 49.278227, -123.082154 49.279603, -123.082112 49.28054, -123.082152 49.280758, -123.082187 49.280873, -123.082342 49.28122, -123.082361 49.28088, -123.082369 49.280703, -123.082387 49.280555, -123.082414 49.280436, -123.082474 49.280278, -123.082517 49.280187, -123.082518 49.280171, -123.082513 49.280158, -123.082508 49.280149, -123.082498 49.280142, -123.082482 49.280135, -123.082464 49.280132, -123.082199 49.280124, -123.082207 49.280008, -123.08258 49.280015, -123.082612 49.280011, -123.082626 49.280006, -123.082637 49.28, -123.082645 49.279991, -123.082912 49.279618, -123.082962 49.279536, -123.082999 49.27947, -123.08303 49.279408, -123.083036 49.2794, -123.083048 49.279396, -123.083063 49.279393, -123.083073 49.279385, -123.083079 49.279376, -123.083099 49.279326, -123.083114 49.279271, -123.083132 49.279206, -123.083152 49.279138, -123.083162 49.279071, -123.083156 49.27906, -123.083145 49.279055, -123.083137 49.279047, -123.083136 49.279034, -123.083146 49.278763, -123.083153 49.278591, -123.083198 49.277472, -123.083196 49.277459, -123.083187 49.277446, -123.083176 49.277433, -123.083162 49.277425, -123.083141 49.277422, -123.08209 49.277398))","Vancouver, British Columbia, Canada"
industrial,,"POLYGON ((-123.081755 49.27688, -123.082444 49.276888, -123.082486 49.276892, -123.082513 49.276906, -123.082529 49.276927, -123.082558 49.277008, -123.082553 49.277238, -123.082541 49.277269, -123.082514 49.277286, -123.082485 49.277296, -123.082446 49.2773, -123.082004 49.277288, -123.081755 49.27688))","Vancouver, British Columbia, Canada"
retail,,"POLYGON ((-123.081835 49.277291, -123.081573 49.277288, -123.081535 49.277284, -123.081507 49.277274, -123.081485 49.277264, -123.081469 49.277247, -123.08146 49.27723, -123.081459 49.277212, -123.081469 49.276919, -123.081472 49.276908, -123.08148 49.276896, -123.081495 49.276885, -123.081516 49.276877, -123.08154 49.276876, -123.08165 49.276878, -123.081835 49.277291))","Vancouver, British Columbia, Canada"
industrial,,"POLYGON ((-123.08188 49.277397, -123.081594 49.27739, -123.081549 49.277393, -123.081512 49.2774, -123.08148 49.277416, -123.081464 49.277431, -123.081458 49.277451, -123.081456 49.277483, -123.081448 49.277922, -123.081443 49.278103, -123.081441 49.278168, -123.08145 49.278184, -123.081468 49.278198, -123.081488 49.278204, -123.081517 49.278208, -123.081552 49.278209, -123.081965 49.278211, -123.081981 49.278231, -123.081992 49.278254, -123.082048 49.278253, -123.082048 49.278086, -123.082048 49.277792, -123.08188 49.277397))","Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.081781 49.278292, -123.081748 49.278287, -123.081506 49.278282, -123.08148 49.278284, -123.081459 49.278292, -123.081443 49.278303, -123.081433 49.278317, -123.08143 49.278334, -123.081429 49.278754, -123.081422 49.278993, -123.081419 49.279004, -123.081407 49.279016, -123.081396 49.279027, -123.081394 49.279041, -123.081396 49.279058, -123.081402 49.279072, -123.081413 49.279084, -123.081437 49.279096, -123.081461 49.2791, -123.081492 49.279101, -123.081511 49.2791, -123.081529 49.279094, -123.081541 49.279089, -123.081554 49.279086, -123.081768 49.27909, -123.081804 49.279095, -123.08183 49.279095, -123.081935 49.279096, -123.081931 49.279119, -123.08193 49.279134, -123.082049 49.279135, -123.082058 49.278943, -123.082048 49.278253, -123.081992 49.278254, -123.081985 49.278273, -123.081966 49.278295, -123.081942 49.27831, -123.081908 49.278321, -123.08187 49.27832, -123.081839 49.278313, -123.081808 49.278301, -123.081781 49.278292))","Vancouver, British Columbia, Canada"
residential,,"POLYGON ((-123.08144 49.280481, -123.081424 49.280476, -123.081408 49.280466, -123.081402 49.280454, -123.0814 49.280134, -123.081417 49.28012, -123.081436 49.280112, -123.081469 49.28011, -123.08177 49.280106, -123.081782 49.280108, -123.081806 49.280117, -123.081837 49.280126, -123.08187 49.28013, -123.081909 49.280128, -123.081945 49.280118, -123.08197 49.280104, -123.081986 49.28009, -123.081994 49.280074, -123.081998 49.280056, -123.082018 49.280056, -123.082005 49.280488, -123.08144 49.280481))","Vancouver, British Columbia, Canada"
flowerbed,,"POLYGON ((-123.054932 49.218611, -123.05491 49.218617, -123.054889 49.218574, -123.054884 49.218556, -123.054893 49.218552, -123.054904 49.218551, -123.054918 49.218583, -123.054932 49.218611))","Vancouver, British Columbia, Canada"
